CustomerID,TotalOrders,MinOrderValue,MaxOrderValue,AvgOrderValue,TotalSpent,UniqueProductsBought,DaysSinceLastPurchase,PurchaseFrequency,Category_0,Category_1,Category_2,Category_3,Category_4,Category_5
12362.0,13,-17.0,60.0,18.812335766423356,5154.58,201,2,4.333333333333333,0.15427251104842687,0.6147736576015894,0.11894276546294755,0.00395764543376958,0.0878636086742276,0.020189811779039227
12363.0,2,13.2,69.36,24.0,552.0,23,109,0.01818181818181818,0.0541304347826087,0.706195652173913,0.0,0.0,0.23967391304347824,0.0
12364.0,4,5.04,64.8,15.448235294117646,1313.1,70,7,0.5,0.0,0.7489909374762013,0.0,0.0,0.2203944863300586,0.030614576193740004
12365.0,3,-320.69,320.69,13.94304347826087,320.69,22,290,0.010309278350515464,0.09978483894103339,0.8386292057750475,0.0,0.0,0.0,0.06158595528391905
12367.0,1,9.9,23.4,15.354545454545455,168.9,11,3,0.25,0.4156305506216696,0.5044404973357017,0.07992895204262879,0.0,0.0,0.0
12370.0,4,1.25,163.2,21.231676646706585,3545.69,143,50,0.0784313725490196,0.039653776838922745,0.6675259258423607,0.0,0.002876732032411181,0.05811280738022783,0.23183075790607752
12371.0,2,4.68,360.0,29.96761904761905,1887.96,63,44,0.044444444444444446,0.12521451725672153,0.8023528040848322,0.017479183881014427,0.0,0.021213373164685693,0.03374012161274603
12372.0,3,10.08,70.80000000000001,24.962307692307693,1298.04,34,71,0.041666666666666664,0.3935934177683277,0.48853656281778685,0.01040029583063696,0.0,0.10746972358324859,0.0
12373.0,1,8.5,40.0,26.042857142857144,364.6,14,310,0.003215434083601286,0.14563905650027428,0.21256171146461875,0.5718595721338453,0.0,0.06993965990126165,0.0
12374.0,1,5.04,120.0,22.513030303030305,742.9300000000001,33,24,0.04,0.020190327487111838,0.8852516387815811,0.0,0.0,0.051687238367006304,0.04287079536430081
12375.0,3,-2.08,62.400000000000006,25.301111111111112,455.42,14,2,1.0,0.0,0.35483729304817535,0.6451627069518246,0.0,0.0,0.0
12377.0,2,5.04,80.0,21.144415584415587,1628.1200000000001,72,314,0.006349206349206349,0.16528265729798786,0.7801759084096995,0.0,0.0,0.0423801685379456,0.012161265754367
12378.0,1,4.68,69.36,18.30420091324201,4008.62,219,129,0.007692307692307693,0.09628750043655922,0.6512989507611098,0.04213420079728186,0.0,0.1352235931567472,0.07505575484830192
12379.0,3,-1.95,76.19999999999999,20.738780487804878,850.29,39,81,0.036585365853658534,0.18964118124404616,0.38003504686636325,0.2141622270049042,0.0,0.2161615448846864,0.0
12380.0,5,-4.25,157.92000000000002,25.910095238095238,2720.56,77,21,0.22727272727272727,0.10586055812038699,0.4850324933102008,0.302915576204899,0.007810891875202165,0.0855889963830976,0.012791484106213426
12381.0,6,-15.0,240.0,19.823736263736265,1803.96,70,4,1.2,0.04403645313643318,0.8063260826182398,0.011530189139448768,0.0,0.10032373223353068,0.037783542872347496
12383.0,6,-11.25,72.0,18.3931,1839.31,84,184,0.032432432432432434,0.0631214966481996,0.811875105338415,0.0,0.0,0.11668506124579328,0.008318336767592197
12384.0,3,-9.95,80.0,18.872,566.16,26,28,0.10344827586206896,0.1662074325279073,0.6330012717253072,0.0552847251660308,0.0,0.14550657058075453,0.0
12386.0,2,17.700000000000003,75.0,40.19,401.9,10,337,0.005917159763313609,0.0,0.9253545658123912,0.0,0.0,0.07464543418760886,0.0
12388.0,6,9.36,81.36,27.806600000000003,2780.6600000000003,57,15,0.375,0.010745650313234986,0.6935295936935835,0.0,0.08738932483654958,0.12806671797343075,0.0802687131832011
12390.0,1,7.800000000000001,45.0,17.1825,549.84,32,79,0.0125,0.10694020078568311,0.7937581841990397,0.0,0.0,0.09930161501527715,0.0
12391.0,1,0.83,29.5,4.6089,460.89,92,21,0.045454545454545456,0.00542428779101304,0.8050510967909913,0.007160059884137212,0.009026014884245698,0.00542428779101304,0.16791425285859965
12393.0,4,10.2,141.60000000000002,24.728125000000002,1582.6000000000001,47,71,0.05555555555555555,0.02843422216605586,0.4844875521294073,0.3781751548085429,0.0,0.09639201314292938,0.012511057753064578
12394.0,2,6.8,266.24,47.12888888888889,1272.48,26,63,0.03125,0.0690777065258393,0.32325851879793793,0.0,0.0,0.6076637746762228,0.0
12395.0,15,-14.85,76.5,18.857106918238994,2998.28,91,15,0.9375,0.18085368944861718,0.5554217751510866,0.09430406766546152,0.0,0.14787144629587629,0.021549021438958333
12397.0,2,5.04,127.5,19.126190476190477,2409.9,110,35,0.05555555555555555,0.1235901904643346,0.70678036433047,0.05655836341756919,0.007220216606498193,0.09365118884601019,0.012199676335117638
12398.0,1,6.64,200.0,19.24305882352941,1635.6599999999999,85,45,0.021739130434782608,0.05245588936576062,0.694080676913295,0.040717508528667325,0.0,0.21274592519227714,0.0
12399.0,4,8.4,70.2,18.790677966101697,1108.65,47,118,0.03361344537815126,0.05411987552428629,0.38936544445947774,0.16759121454020656,0.0,0.3314481576692373,0.05747530780679204
12401.0,1,10.95,25.5,16.86,84.3,5,302,0.0033003300330033004,0.0,0.8701067615658362,0.0,0.0,0.1298932384341637,0.0
12402.0,1,9.9,35.400000000000006,20.50909090909091,225.60000000000002,11,322,0.0030959752321981426,0.26063829787234044,0.3071808510638298,0.43218085106382975,0.0,0.0,0.0
12403.0,2,-18.0,166.0,68.28333333333333,409.7,5,49,0.04,0.0,1.0,0.0,0.0,0.0,0.0
12405.0,1,9.96,320.0,31.67388888888889,1710.39,54,148,0.006711409395973154,0.10190658270920669,0.6554294634557031,0.014470383947520742,0.0,0.16987353761422835,0.05832003227334117
12406.0,3,-59.8,145.0,30.377314814814813,3280.75,92,21,0.13636363636363635,0.08430999009372857,0.6783266021488988,0.07185856892478854,0.010607330640859558,0.09504534024232263,0.05985216794940181
12407.0,5,2.88,90.0,22.18337662337662,1708.12,57,49,0.1,0.02116361848113716,0.6426597662927663,0.0,0.0,0.3361766152260965,0.0
12408.0,9,-15.0,122.4,25.155486725663717,2842.57,81,32,0.2727272727272727,0.26908748069528626,0.578961995658858,0.13251036913778727,0.0,0.0194401545080684,0.0
12409.0,7,-4.95,300.0,96.99061403508772,11056.93,91,78,0.08860759493670886,0.01106998054613713,0.7228416929473191,0.07090575774649926,0.004069845789021004,0.15622057840648357,0.034892144564540074
12410.0,3,-8.5,160.0,24.324285714285715,681.08,26,300,0.009966777408637873,0.0,0.9277617900980796,0.0,0.0,0.046690550302460804,0.025547659599459684
12412.0,3,5.04,50.400000000000006,20.112786885245903,1226.88,43,74,0.04,0.15624999999999997,0.7043720657276994,0.01907276995305164,0.014182316118935836,0.02689749608763693,0.07922535211267606
12413.0,5,-54.0,54.0,17.353749999999998,694.15,29,66,0.07462686567164178,0.11517683497803069,0.36850824749693867,0.1856227040265072,0.0,0.30519340200244904,0.025498811496074338
12414.0,3,7.56,79.2,31.245000000000005,562.4100000000001,16,216,0.013824884792626729,0.0,0.8314396970181896,0.08961433829412707,0.0,0.07894596468768338,0.0
12415.0,26,-425.0,1718.4,159.0301413881748,123725.45,444,23,1.0833333333333333,0.10728528366637582,0.682975814595946,0.05044879610460095,0.014033329440305126,0.1314494309780243,0.01380734521474765
12417.0,12,-19.95,84.0,18.074747474747475,3578.8,158,2,4.0,0.09732312506985583,0.7661366938638651,0.020872918296635748,0.009975410752207446,0.09037945680116241,0.015312395216273611
12418.0,1,5.04,68.0,19.664117647058823,668.58,34,112,0.008849557522123894,0.0,0.9777887462981244,0.0,0.0,0.022211253701875613,0.0
12420.0,1,10.08,39.8,20.70310344827586,600.39,29,63,0.015625,0.05646329885574376,0.6337880377754459,0.0,0.0,0.278568930195373,0.031179733173437266
12421.0,5,-0.77,56.0,17.527608695652173,806.27,33,15,0.3125,0.07441675865404888,0.681744328822851,0.04092921725972688,0.0,0.10281915487367754,0.10009054038969575
12422.0,3,8.5,120.0,20.604102564102565,803.5600000000001,39,95,0.03125,0.0,0.36594653790631687,0.4305216785305391,0.06608093981781073,0.031422669122405295,0.10602817462292796
12423.0,9,-10.2,45.0,14.675476190476191,1849.1100000000001,97,0,9.0,0.13244209376402702,0.6121701791672751,0.08236394806149987,0.024530720184304883,0.12954340196094338,0.018949656861949802
12424.0,2,9.9,306.0,58.69866666666667,1760.96,30,162,0.012269938650306749,0.18859031437397783,0.6826958022896602,0.0,0.0,0.07955887697619479,0.04915500636016718
12425.0,1,8.5,70.80000000000001,21.58888888888889,777.2,36,77,0.01282051282051282,0.04516212043232115,0.447439526505404,0.15478641276376737,0.022388059701492533,0.310923829130211,0.01930005146680391
12426.0,1,2.5,72.0,19.424333333333333,582.73,30,194,0.005128205128205128,0.1714344550649529,0.6772089990218454,0.0,0.0612633638220102,0.09009318209119146,0.0
12427.0,5,-60.48,68.0,20.239142857142856,708.37,26,11,0.4166666666666667,0.023292911896325368,0.9767070881036747,0.0,0.0,0.0,0.0
12428.0,12,-40.0,551.2,26.25733333333333,7877.2,258,25,0.46153846153846156,0.04135606560706849,0.7056961864621946,0.09163789163662213,0.009909612552683692,0.1370423500736302,0.01435789366780074
12429.0,4,4.68,183.6,38.66391752577319,3750.4,82,8,0.4444444444444444,0.07591190273037542,0.8229362201365188,0.008799061433447098,0.020253839590443686,0.07209897610921502,0.0
12430.0,1,9.96,47.8,23.30909090909091,256.4,11,42,0.023255813953488372,0.1864274570982839,0.7302652106084243,0.0,0.0,0.0,0.08330733229329172
12431.0,18,-38.16,601.44,26.734958333333335,6416.39,163,35,0.5,0.0316377277565734,0.7839719842465935,0.07362395365618361,0.0,0.07102436105037256,0.03974197329027693
12432.0,5,4.68,700.0,46.845555555555556,5059.32,107,42,0.11627906976744186,0.003498493868741254,0.8584572630313955,0.01484389206454622,0.0,0.09834325561537913,0.024857095419937858
12433.0,7,2.88,203.52,31.847309523809525,13375.87,219,0,7.0,0.09359690248185726,0.7338580593262344,0.0,0.008253668733323513,0.13687633028730092,0.027415039171283812
12434.0,4,-13.2,47.6,14.170185185185186,765.19,49,84,0.047058823529411764,-0.008167906010271958,0.8778734693344136,0.0,0.0,0.13029443667585827,0.0
12435.0,2,39.0,428.4,217.49694444444447,7829.89,31,79,0.025,0.07479032272484032,0.852284003989839,0.05568405175551635,0.017241621529804376,0.0,0.0
12436.0,1,12.6,80.0,31.813125,509.01,16,99,0.01,0.0,0.8119879766605764,0.0,0.0,0.1880120233394236,0.0
12437.0,19,-54.75,131.39999999999998,24.36149253731343,4896.66,119,1,9.5,0.07437722855987551,0.6536435039394198,0.023893837840487184,0.005207631324208746,0.18343728173898124,0.05944051659702735
12438.0,2,2.88,320.0,29.66173469387755,2906.85,84,13,0.14285714285714285,0.16378554104958978,0.7698023633830434,0.011799714467550784,0.0,0.04862652011627707,0.005985860983538882
12441.0,1,10.5,23.25,15.77727272727273,173.55,11,366,0.0027247956403269754,0.0,0.9135695764909249,0.0,0.0,0.08643042350907519,0.0
12442.0,1,4.68,30.0,14.338333333333333,172.06,12,2,0.3333333333333333,0.0,0.7381146111821457,0.0,0.0,0.2618853888178542,0.0
12444.0,5,0.0,320.0,28.27943502824859,5005.46,138,20,0.23809523809523808,0.037804717248764344,0.8894047699911697,0.0,0.0,0.04450140446632277,0.02828910829374323
12445.0,1,17.4,56.0,33.35,133.4,4,21,0.045454545454545456,0.4497751124437781,0.5502248875562219,0.0,0.0,0.0,0.0
12446.0,1,0.0,38.25,17.281206896551726,1002.3100000000001,58,57,0.017241379310344827,0.049086609931059254,0.635571829074837,0.14087457972084483,0.02544123075695144,0.12238728537079346,0.02663846514551386
12447.0,1,6.8,45.0,18.326538461538462,476.49,26,242,0.00411522633744856,0.21406535289303028,0.4076056160674935,0.08184851728262922,0.0,0.296480513756847,0.0
12448.0,1,4.5600000000000005,84.0,20.429545454545455,449.45,22,43,0.022727272727272728,0.0861052397374569,0.7777283346312159,0.0,0.0,0.1361664256313272,0.0
12449.0,4,4.32,165.0,21.294712041884818,4067.29,118,21,0.18181818181818182,0.14727250823029586,0.735929820593073,0.027487590016940025,0.0,0.0893100811596911,0.0
12450.0,2,9.96,66.0,24.735,197.88,7,155,0.01282051282051282,0.0,0.5830806549423894,0.4169193450576107,0.0,0.0,0.0
12451.0,6,-102.0,244.8,25.164845070422537,8933.52,265,10,0.5454545454545454,0.09190330351306092,0.6058082368428123,0.13337407875059326,0.001941004217822314,0.15742282997071702,0.009550546704994223
12452.0,3,-2.0,80.0,18.633478260869566,428.57000000000005,21,16,0.17647058823529413,0.04165013883379612,0.9170497234990783,0.0,0.0,0.041300137667125564,0.0
12453.0,1,9.9,30.0,16.443953488372095,707.09,43,133,0.007462686567164179,0.06618676547539917,0.5849891810094896,0.04030604307796745,0.024607899984443283,0.1665983113889321,0.1173117990637684
12454.0,2,-417.5,417.5,1.8947806286936005e-15,5.684341886080802e-14,15,52,0.03773584905660377,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
12455.0,6,6.8,158.4,27.409555555555556,2466.86,85,72,0.0821917808219178,0.0,0.36897108064503054,0.06891351758916192,0.028019425504487487,0.12003924016766253,0.4140567360936575
12456.0,4,-11.6,280.0,24.44875968992248,3153.89,105,43,0.09090909090909091,0.008085253448915466,0.8862832882567242,0.004676764249862868,0.005516996471024671,0.044643281788521484,0.05079441578495128
12457.0,12,-196.35,196.35,28.20264705882353,1917.78,53,57,0.20689655172413793,0.09357173398408576,0.7524742149777346,0.11054448372597482,0.0,0.04340956731220474,0.0
12458.0,2,9.9,80.0,24.931578947368422,947.4,35,70,0.028169014084507043,0.15706143128562383,0.5601013299556682,0.1741608613046232,0.0,0.07948068397720076,0.029195693476884107
12461.0,2,4.5600000000000005,200.0,23.62514285714286,826.88,35,93,0.02127659574468085,0.020559210526315787,0.9217540634674922,0.0,0.0,0.05768672600619194,0.0
12462.0,4,-11.56,168.0,15.61125,1124.01,51,1,2.0,0.04003523100328289,0.7697351447051183,0.0,0.0,0.06770402398555173,0.1225256003060471
12463.0,7,-19.8,36.0,14.813977272727273,1303.63,66,45,0.15217391304347827,0.20090056227610595,0.6695304649325347,0.06466558762839149,0.0,0.04069406196543499,0.024209323197533047
12464.0,8,15.0,119.6,41.79482758620689,1212.05,6,9,0.8,0.0,1.0,0.0,0.0,0.0,0.0
12465.0,3,-4.95,40.8,14.39,733.89,46,7,0.375,0.13060540407963048,0.5177070133126218,0.0,0.0,0.25889438471705567,0.09279319789069206
12468.0,3,-2.95,70.80000000000001,18.101,724.04,36,142,0.02097902097902098,0.23286006297994585,0.622603723551185,0.06456825589746422,0.024031821446328927,0.055936136125075954,0.0
12471.0,49,-229.95,876.0,35.29363465160075,18740.92,152,1,24.5,0.07289556756018381,0.8110242186616238,0.005794806231497706,0.01741910215720466,0.0807724487378421,0.012093856651647836
12472.0,13,-25.5,126.0,15.93217391304348,6229.4800000000005,226,30,0.41935483870967744,0.12397503483436821,0.749133153971118,0.04630242010569101,0.01656639077418982,0.050818045807996814,0.013204954506636188
12473.0,9,-549.34,549.34,15.911899441340783,2848.23,140,28,0.3103448275862069,0.08090989842814661,0.7715037058102752,0.07839956745066234,0.0,0.039498214680696433,0.02968861363021947
12474.0,30,-51.0,72.0,15.572144420131291,7116.47,253,16,1.7647058823529411,0.13873310784700843,0.7005580013686561,0.050851053963552155,0.0,0.10289370994327243,0.0069641268775109
12475.0,1,4.0,54.0,20.093888888888888,723.38,36,53,0.018518518518518517,0.06676988581381849,0.67479056650723,0.06400508722939534,0.0,0.19443446044955628,0.0
12476.0,20,-24.75,198.0,24.797651515151514,6546.58,177,0,20.0,0.029979011942113287,0.9147554906531349,0.015229325846472509,0.0,0.03112312077451127,0.008913050783768013
12477.0,9,-70.8,390.0,42.58769480519481,13117.01,192,22,0.391304347826087,0.018994420222291513,0.6819054037467379,0.014389712289614782,0.0026804889223992355,0.1999906990998711,0.08203927571908538
12478.0,1,5.04,135.0,18.91638888888889,680.99,36,3,0.25,0.10066227110530258,0.6526380710436277,0.09691772272720597,0.0,0.14978193512386379,0.0
12479.0,3,-20.0,54.0,13.637142857142857,477.3,31,3,0.75,0.10559396605908236,0.6015084852294156,0.0,0.0,0.2928975487115022,0.0
12480.0,4,2.5,316.79999999999995,21.309285714285714,3281.63,129,27,0.14285714285714285,0.1858222895329455,0.6631338694490237,0.05180352446802351,0.021062703595469325,0.06894439653464894,0.009233216419888897
12481.0,11,-5.46,144.0,25.646146788990823,5590.86,150,22,0.4782608695652174,0.04655813238034935,0.7515051351670405,0.08533570863874251,0.03655251607087281,0.059479221443570394,0.020569286299424415
12483.0,13,-80.0,200.0,28.73,2327.13,46,16,0.7647058823529411,0.08817728274741851,0.819167816151225,0.03566624984422873,0.0,0.049717892855147765,0.007270758401980123
12484.0,8,-25.5,196.0,12.843628571428573,4495.27,256,32,0.24242424242424243,0.03759507215361924,0.7881751262994213,0.07103688988648067,0.0,0.04442447283477967,0.05876843882569901
12488.0,3,4.5600000000000005,84.75,23.612000000000002,1298.66,46,9,0.3,0.0,0.8777201114995458,0.012705404031848212,0.0,0.1095744844686061,0.0
12489.0,1,9.9,36.0,22.328666666666667,334.93,15,335,0.002976190476190476,0.0,0.6282805362314513,0.040306929806228166,0.0,0.33141253396232045,0.0
12490.0,10,4.5600000000000005,171.84,22.114,5417.93,131,4,2.0,0.08693357057031006,0.5560869188047833,0.20819759576074257,0.0,0.1351604764181154,0.013621438446048585
12491.0,1,8.5,46.8,17.70769230769231,460.40000000000003,25,38,0.02564102564102564,0.14758905299739355,0.6986316246741964,0.0369244135534318,0.0,0.08460034752389227,0.03225456125108601
12492.0,2,5.04,23.4,13.160500000000003,263.21000000000004,19,62,0.031746031746031744,0.15614908248166862,0.6709851449413016,0.1405721667109912,0.0,0.03229360586603852,0.0
12493.0,3,-16.95,36.0,18.121304347826086,416.79,20,165,0.018072289156626505,0.0,0.41901197245615296,0.580988027543847,0.0,0.0,0.0
12494.0,13,-39.8,39.8,13.563690476190478,1139.3500000000001,63,9,1.3,0.0077675867819370715,0.6989950410321675,0.13933383069293898,0.0,0.1539035414929565,0.0
12497.0,1,20.4,177.60000000000002,74.50714285714285,1043.1,14,81,0.012195121951219513,0.3451251078515962,0.34800115041702623,0.0,0.0,0.30687374173137766,0.0
12498.0,3,8.5,36.0,17.55217391304348,403.70000000000005,21,20,0.14285714285714285,0.0,0.5782759474857567,0.2675253901411939,0.0,0.0,0.1541986623730493
12500.0,13,-18.0,624.0,64.71184615384615,4206.2699999999995,34,22,0.5652173913043478,0.0,0.888649563627632,0.009889997551274643,0.0,0.0,0.10146043882109326
12501.0,2,-30.0,144.0,13.0605,2089.68,149,314,0.006349206349206349,0.09144940852187895,0.6079926113089086,0.030028521113280505,0.00832663374296543,0.23553367022702043,0.026669155085946177
12502.0,5,4.2,196.0,25.332448979591835,3723.87,102,95,0.052083333333333336,0.05118331198457519,0.8575138229852277,0.014447335701837066,0.0,0.03617204682225749,0.04068348250610252
12503.0,1,-1126.0,-1126.0,-1126.0,-1126.0,1,337,0.0029585798816568047,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
12504.0,4,-131.39999999999998,131.39999999999998,7.6,114.0,6,17,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0
12505.0,1,-4.5,-4.5,-4.5,-4.5,1,300,0.0033222591362126247,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
12506.0,1,0.85,7.95,3.1956521739130435,73.5,23,232,0.004291845493562232,0.0401360544217687,0.693877551020408,0.0,0.08095238095238094,0.14829931972789112,0.03673469387755102
12507.0,4,-46.75,208.8,54.69826086956522,1258.06,19,133,0.029850746268656716,0.0,0.34529354720760536,0.0,0.07153871834411714,0.38925011525682407,0.19391761919145353
12508.0,2,0.39,20.23,5.772028985507246,398.27,57,25,0.07692307692307693,0.05159816205087001,0.5123408742812665,0.010671152735581389,0.0,0.16446129510131316,0.26092851583096893
12509.0,1,8.5,49.5,25.214285714285715,176.5,7,283,0.0035211267605633804,0.19263456090651557,0.6628895184135978,0.14447592067988668,0.0,0.0,0.0
12510.0,2,8.5,162.72,29.774848484848484,982.5699999999999,29,142,0.013986013986013986,0.045798263736934776,0.788819117213023,0.05546678608139879,0.0,0.10991583296864345,0.0
12512.0,2,0.95,10.5,4.059705882352941,138.03,31,65,0.030303030303030304,0.049989132797218,0.5887125987104253,0.0,0.0,0.17423748460479607,0.18706078388756067
12513.0,2,-25.5,54.0,16.299722222222222,586.79,35,84,0.023529411764705882,0.052148127950374074,0.5864960207229162,0.2549464033129399,0.02965285706982055,0.05119378312513847,0.02556280781881082
12514.0,1,8.5,59.7,19.95450980392157,1017.6800000000001,51,266,0.003745318352059925,0.20802216806854804,0.5991863847181824,0.15525509000864712,0.0,0.03753635720462228,0.0
12515.0,1,9.0,105.0,23.98125,383.7,16,352,0.0028328611898017,0.0,0.8924941360437842,0.0,0.0,0.1075058639562158,0.0
12516.0,2,7.800000000000001,104.0,50.46384615384615,1312.06,20,77,0.02564102564102564,0.0,0.19965550355928846,0.7154398426901208,0.0,0.08490465375059067,0.0
12517.0,6,-19.8,90.0,8.618496503496504,2464.89,232,27,0.21428571428571427,0.07768297976785983,0.5950488662780083,0.12814364941234702,0.012876842374304738,0.13780330968116225,0.04844435248631786
12518.0,5,5.04,54.0,16.58782258064516,2056.89,84,0,5.0,0.14920583988448582,0.8062998021284561,0.0,0.0,0.0322428520727895,0.01225150591426863
12519.0,1,10.0,54.0,18.935555555555556,340.84000000000003,17,63,0.015625,0.18571763877479172,0.5621405938270156,0.0,0.0,0.14317568360521066,0.10896608379298206
12520.0,6,-25.5,90.0,16.66135483870968,2582.51,121,78,0.0759493670886076,0.0902803861359685,0.674247147155287,0.0,0.0,0.22106787582623108,0.014404590882513526
12521.0,1,5.04,54.0,15.781052631578946,599.68,38,142,0.006993006993006993,0.0,0.6013040288153682,0.2569703842049093,0.0,0.02476320704375667,0.11696237993596587
12522.0,2,4.0,20.0,16.06,192.72,11,38,0.05128205128205128,0.0918430884184309,0.44837069323370693,0.0,0.0,0.10377750103777501,0.35600871731008715
12523.0,13,-25.0,39.6,15.868818181818181,1745.57,84,1,6.5,0.03609136270673763,0.6855239262819596,0.0,0.00993371792594969,0.21311090360168886,0.05534008948366436
12524.0,8,2.88,152.64,31.150833333333335,4485.72,113,8,0.8888888888888888,0.25315891317335903,0.54566045138796,0.10115432973970735,0.010031834354351142,0.08665052655983879,0.0033439447847837143
12526.0,3,4.68,72.0,18.54450704225352,1316.66,64,0,3.0,0.18645664028678624,0.5633269029210275,0.1578995336685249,0.0,0.09231692312366138,0.0
12527.0,3,5.04,50.400000000000006,19.37277777777778,348.71000000000004,18,81,0.036585365853658534,0.04284362364142124,0.7839465458403831,0.0731266668578475,0.0,0.10008316366034814,0.0
12528.0,8,-5.0,59.400000000000006,20.234526315789473,1922.28,50,8,0.8888888888888888,0.08006117735189462,0.5207149842894895,0.01310943254884824,0.0,0.3861144058097675,0.0
12530.0,5,-20.8,139.8,23.876911764705884,1623.63,51,59,0.08333333333333333,0.02315798550162291,0.49366542869988855,0.4041561193128977,0.0,0.07902046648559094,0.0
12531.0,1,0.85,29.95,7.365882352941177,125.22,17,14,0.06666666666666667,0.04711707394984827,0.6257786296118831,0.27240057498802106,0.0,0.0,0.054703721450247565
12532.0,1,9.36,45.0,21.864375000000003,349.83000000000004,16,29,0.03333333333333333,0.12811937226652947,0.68836291913215,0.0,0.0,0.0,0.18351770860132066
12534.0,1,6.8,108.0,17.28857142857143,1089.18,63,130,0.007633587786259542,0.01170605409574175,0.7109293229769185,0.012394645513138323,0.009364843276593399,0.12973062303751445,0.12587451110009362
12535.0,2,10.2,44.55,21.069117647058825,716.35,28,91,0.021739130434782608,0.0,0.615551057443987,0.0,0.03559712431074196,0.23745375863753757,0.11139805960773366
12536.0,5,-8322.12,4161.06,15.043296703296702,4106.82,260,7,0.625,0.09058833842242904,0.7161209889890475,0.024154942266766018,0.006209183748009409,0.12290531360030389,0.04002123297344417
12538.0,1,5.04,39.8,17.33095238095238,363.95,21,28,0.034482758620689655,0.0,0.8454458029949169,0.0,0.07006456930897101,0.08448962769611211,0.0
12539.0,5,-1715.85,178.5,14.06021897810219,3852.5,158,21,0.22727272727272727,0.10140947436729397,0.680565866320571,0.03849448410123297,0.06204802076573653,0.10829331602855288,0.009188838416612591
12540.0,19,-65.69999999999999,224.0,27.66952182952183,13309.04,278,19,0.95,0.08046410560040394,0.8186473254269278,0.005894489760343346,0.0075016680391673625,0.06503098645732525,0.022461424715832245
12541.0,3,6.64,84.0,18.868846153846153,981.18,46,29,0.1,0.0,0.6495750015287715,0.019874029230110682,0.0,0.3305509692411178,0.0
12544.0,2,-17.0,56.0,17.785,355.7,19,29,0.06666666666666667,0.04217036828788305,0.9339330896823166,0.0,0.023896542029800395,0.0,0.0
12545.0,2,10.2,84.0,20.0078,1000.39,42,74,0.02666666666666667,0.04402283109587261,0.8426213776627115,0.0,0.0,0.044682573796219476,0.06867321744519636
12546.0,3,-20.0,84.0,16.307142857142857,1141.5,59,46,0.06382978723404255,0.06535260621988612,0.8491458607095927,0.007446342531756461,0.0,0.050459921156373204,0.02759526938239159
